ID,empresa,modelo_negocio,app_movil,periodo,marca,modelo,tipo_vehiculo,segmento,transmision,combustible,puertas,uso_principal,precio_hora_ars,precio_dia_ars,km_incluidos,costo_vehiculo_usd,horas_uso_dia,usuarios_registrados,cobertura_geo,observaciones,fecha_carga,codigo_postal,telefono,email
11,Rentennials,carsharing_p2p,Rentcars App,2024,Nissan,i10,Furgon,mediano,Mecanica,NAFTA,-1,mixto,"14.082,35",80189.63830081017,unlimited,25000,8.0,45000,Córdoba,cerró en enero 2025,2025-09-21,CABA,sin telefono,contacto@keko.com
12,KINTO,alquiler trabajo,Despegar Autos,2023,peugeot,Partner,hatchback,COMPACTO,automatica,n/a,tres,carga,25681.114958540147,105665.63735054329,150,12000,48.0,125.000,Mendoza,ACTIVO,2025-07-25,1000,,keko.com
13,Kayak,renta_tradicional,MyKeego App,2025,Hnoda,Suburban,camioneta,compacto,,electric,6,urbano,20411.778609797482,119201.40366660593,100,18000,48.0,125.000,Mendosa,Cerró enero 2025,31/01/2026,C1000,123,keko@keko
14,Rentennials®,,,,Toyota€,,,,,,,,,,,,,,,CARACTERES ESPECIALES,,C1000,123,info@
15,Rentennials,carsharing_p2p,FastGo App,2025,peugeot,Onix,PickUp, compacto,N/A,,-1,mixto,147301.2845122673,725100584.1979803,cien,18000,4.0,125.000, ,activo,05-03-2025,C1000,sin telefono,keko@keko
2772,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,C1000,11-1234-5678,
17,Rentennials,alquiler_trabajo,Alamo Web,2025,fiat,Kicks,mediano,mediano,MANUAL,n/a,0,uber_rabajo,95524.53270496552,417093.71239728737,50 km,22000,4.0,125000,Bariloche,Cerró enero 2025,2025-07-13 11:08:31.758634,C1425,,
18,Alamo,renta_tradicional,TripWip App,24,nissan,UP,utilitario, compacto,,híbrido,99,urbano,124356.32582907319,744694.9324679344,-50,22000,0.5,N/D,"B.Aires, Argentina",Alianza Uber,2025-06-07,XXXX,,N/A
19,Kayak,alquiler_trabajo,Alamo Web,2023,VW,Mobi,furgon,grande,MANUAL,diesel,-1,turismo,8316.637176682088,39611.955366933464,9999,,100.0,125000,Cordoba,dato no confirmado,10-12-2025,0000,11-1234-5678,
20,Kayak,alquiler_trabajo,,2023,Mercedse,cronnos,SUV,economico, ,electrico,6, ,-9515.591216712583,47324.38422965348,150,,5.0,5000,BS AS, ,2025-02-09,1000,0800-KEKO,contacto@keko.com
2411,aKyak,renta_tradicional,Kayak App,2025,toyota,Bronco,Furgon,premium,,electric,,remis,,,ILIMITADO,18000,1.0,15000,,Alianza Uber,24/12/2025,0000,11-1234-5678,keko.com
22,Cactus Rent,renta_tradicional,KINTO SHARE,2024,Volkswagen,Siena,pickup,economico,auto,NAFTA,4,personal,12543.766388010878,65869.9332849761,100,35000000,12.0,"80,000","ROSARIO, Argentina",ACTIVO,2025-08-14 11:08:31.742407,C1425,11-1234-5678,usuario@gmail.com
23,KINTO,carsharing_flota_propia,Avis App,2023,Honda,no,compacto,economico,automatica,gas,tres,remis,148615.7762943526,738700.7062286102,-50,,5.0,N/D,CABA,N/A,28/04/2025,C1425,,N/A
24,FastGo,renta_tradicional,MyKeego App,2025,MW,Frnotier,sedan,compacto,automatico,NAFTA,2,reis,,,unlimited,,4.0,"80,000",,,17/12/2025,XXXX,,contacto@keko.com
25,Hertz,agregador_tradicional,KINTO Shaare,2025,Volkswagen,trackers,camioneta,COMPACTO,automatica,híbrido,3,taxi,84832.74919435829,468800.10399782966,200,,1.0,N/D,Cordoba,PENDIENTE,24/04/2025,0000,,info@
26,DeRentas,alquiler_trabajo,DeRentas Web,2024,Toyota,gol trend,SUV,COMPACTO, ,híbrido,4,urbano,12717.780974291793,57792.21263057277,cien,25000,0.5,125.000,,N/A,13/01/2026,,,contacto@keko.com
27,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,CABA,0800-KEKO,keko@keko
5076,New Way,agregador_tradicional,Despegar Autos,2023-01-01,peugeot,Gol Trend,sedán,premium,,,, ,116503.03492333433,508779.34911954193,50,18000,3.0,125.000,n/a,,2025-10-08 11:08:31.748532,1000,123,N/A
29,DeRentas,carsharing_p2p,Kayak App,2025,Renault,gol,PickUp,mediano , ,gnc,3, ,,,cien,,5.0,125.000,n/a,ACTIVO,08/11/2025,BS AS,sin telefono,usuario@gmail.com
6424,DeRentas,renta_tradicional,APLI CACION,2023,Audi,Etios,sedán,mediano,N/A,n/a,4,Uebr,15651.474139174534,64113.053935857046,ILIMITADO,30000,100.0,125.000,Mar del Plata,Expansión 2025,19/01/2026,XXXX,0800-KEKO,N/A
31,Invernalia,carsharing_p2p,Rentcars App,2023,TOYOTA,onixs,furgon,mediano,,gnc,2,urbano,13936.074170291755,66090.34157889125,,50000,24.0,15000,CABA,PENDIENTE,2025-06-06,XXXX,+54 11 1234-5678,keko.com
32,KINTO,carsharing_p2p,DeRentas Web,2023,TOYOTA,Yaris,furgon,compacto,cvt,nafta,3,remis,25576.149656895857,142598.5049390049,ILIMITADO,30000,8.0,N/D,Mendoza,Activo,18/06/2025,,0800-KEKO,info@
33,MyKeego,carsharing_p2p,,2019,Fiat,208,,,,,10,,100000,20000,,,50,,,INCONSISTENTE,,C1000,sin telefono,
34,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,CABA,sin telefono,usuario@gmail.com
35,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,C1425,11-1234-5678,usuario@gmail.com
36,DeRentas,carsharing flota propia,Kayak App,2023,VW,Onix,suv,mediano ,dsg,gnc,2,alquiler_tradicional,117447.44348536895,471997.1825408829,unlimited,,24.0,80000,Córdoba,cerró en enero 2025,04/09/2025,1425,,
37,KINTO,carsharing_p2p,DeRentas Web,2023,TOYOTA,Yaris,furgon,compacto,cvt,nafta,3,remis,25576.149656895857,142598.5049390049,ILIMITADO,30000,8.0,N/D,Mendoza,Activo,18/06/2025,C1000,sin telefono,usuario@gmail.com
38,Cactus Rent,renta_tradicional,Keko App,2024,Fiat,UP,mediano,premium, ,híbrido,tres,URBANO,9161.504092678824,45207.80744356798,-50,50000,12.0,45mil,Rosario,CERRÓ,2025-11-10 11:08:31.762721,,,info@
39,TripWip,renta_tradicional,,2024,VW,Bronco,Furgon,COMPACTO,automatica,híbrido,5,n/a,15245.724686422656,70532.3860295599,ILIMITADO,18000,10.0,"80,000",n/a,Activo,11-09-2025,XXXX,+54 11 1234-5678,info@
40,Europcar,renta_tradicional,Avis App,2025,Audi,Kangoo,compacto,mediano,auto,híbrido,99,turismo,23357.402085022448,125101.25133447065,-50,,1.0,140000,CABA, ,06-29-2025,1425,,usuario@gmail.com
41,Alamo,carsharing_p2p,,,Peugeot,Toro,SUV,mediano ,auto,hibrido,99,turismo,149513.9269729708,759162.5099900836,-50,,0.5,5000,Bariloche,verificar,2025-07-10 11:08:31.742314,C1425,123,contacto@keko.com
42,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1425,12345678,keko@keko
43,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,1000,11-1234-5678,usuario@gmail.com
44,Hertz,alquiler_trabajo,,2023,Citroen,Tracker,SUV,grande,cvt,n/a,0,uber_trabajo,29323.0474037458,140798.51059559564,ILIMITADO,20000,48.0,140000,B.Aires,,2025-11-09,0000,11-1234-5678,usuario@gmail.com
1504,Europcar,agregador_tradicional, ,2025,fiat,Suburban,pickup,grande,manual,nafta,3,carga,145023.02739386394,623129.6364203804,50 km,,2.0,15000,Mendoza,dato no confirmado,2025-06-14 11:08:31.760104,CABA,0800-KEKO,keko.com
46,KINTO,alquiler_trabajo,Rentennials App,2025,Nissan,trackers,COMPACTO,mediano ,Mecanica,diesel,tres,turismo,97700.98647794557,449858.24536674813,ILIMITADO,15000,48.0,125000,Bariloche,,2025-07-17,CABA,sin telefono,keko.com
5096,Localizaa,agregador_tradicional,N/A,2024,Kia,COROLA,furgon,mediano,mecánico,DIESEL,0,uber_trabajo,$138561,648848.4320311979,9999,,10.0,15000,Mar del Plata,Cerró enero 2025,19/11/2025,BS AS,0800-KEKO,N/A
4727,  Kayak   ,  agregador_tradicional  ,,,   FIAT,Voyage    ,,,,,,,,,,,,,,ESPACIOS EN BLANCO,,1000,sin telefono,
49,Cactus Rent,carsharing_p2p,Keko App,23,Chevrolet,Tracker,moto,premium,mecánico,DIESEL,5,ubeer_trabajo,145846.74069509038,595887030.7442676,cien,35000,48.0,N/D,CABA,Expansión 2025,2025-12-08 11:08:31.756129,,sin telefono,keko@keko
50,KINTO,alquiler_trabajo,TripWip App,2024,toyoat,Yaris,moto,mediano ,Mecanica,NAFTA,99,,85747.22249485392,364092.19772767386,9999,35000,6.0,"80,000","ROSARIO, Argentina",Alianza Uber,2025-10-04 11:08:31.763692,XXXX,0800-KEKO,keko@keko
51,MyKeego,alquiler_trabajo,KINTO Share,2024,nissan,Polo,sedan,economico,,gas,99,Uber,13481.163290560407,75599579.96609749,cien,,3.0,45000,Barilochee,Activo,12/03/2025,0000,0800-KEKO,contacto@keko.com
52,Avis,renta_tradicional,KINTO Shaare,2025,Kia,i10,moto,mediano ,MANUAL,híbrido,3,alquiler_tradicional,19177.018680374193,105065.53584544479,200,15000,2.0,"80,000",B.Aires,verificar,08-17-2025,,+54 11 1234-5678,contacto@keko.com
53,FastGo,agregador_tradicional,Avis App,2023,Volkswagen,Bronco,utilitario,compacto,auto,electric,5,personal,124159.87210421938,720038.9494363964,ILIMITADO,12000000,24.0,5000,B.Aires,N/A,2025-09-17,CABA,,contacto@keko.com
54,Kayak,carsharing_flota_propia,Despegar Autos,2023,nissan,COROLA,auto,economico,manual,electric,2, ,100203.08655880879,528455.4307689744,ILIMITADO,,0.5,125000,Buenos Aires,Activo,04-12-2025,,12345678,keko.com
55,Kayak,alquiler_trabajo,APLICACION,2024,ford,trackers,HATCHBACK,premium,cvt,electrico,3,personal,104350.2541187967,490527.7925217023,ILIMITADO,,3.0,15000,Mendosa,cerró en enero 2025,2025-03-27 11:08:31.763639,1425,0800-KEKO,N/A
56,Keko,carsharing_flota_propia,Keko App,2023,BMW,onixs,utilitario,economico,manual,híbrido,3,Uber,,,ILIMITADO,12000,100.0,80000, ,Expansión 2025,08-14-2025,CABA,0800-KEKO,keko@keko
57,Localiza,carsharing_flota_propia,Avis App,2023,Kia,onixs,hatchback,grande,dsg,electric,3,uber_trabajo,,,ILIMITADO,50000,4.0,5000,CABA,CERRÓ,30/05/2025,C1000,11-1234-5678,usuario@gmail.com
58,Hertz,carsharing_p2p,DeRentas Web,2025,Jeep,COROLA,compacto,COMPACTO,,DIESEL,,,84814.21606683222,438586.3031986958,0,,2.0,14K,Rosario,dato no confirmado,2025-02-22,1000,123,keko.com
59,Hertz,alquiler_trabajo,KINTO Share,2024,vw,Frontier,hatchback, compacto,,hibrido,2,carga,,,0,,48.0,45mil,CABA,PENDIENTE,05/02/2026,,12345678,
2453,TTripWip,agregador_tradicional,Avis Appp,2023,Kia,Maverick,camioneta,mediano ,dsg,hibrido,3,URBANO,16311.54436948841,78443.89751660763,150,30000,,125.000,BuenosAires,activo,2026-01-28 11:08:31.763018,XXXX,0800-KEKO,keko.com
61,FastGo,carsharing_p2p,Keko App,2025,Honda,Mobi,HATCHBACK,premium,manual,diesel,99, ,$35084,145708.72030367627,50 km,,24.0,15000,Mendoza,verificar,20/07/2025,1425,0800-KEKO,contacto@keko.com
62,Invernalia,agregador_tradicional,DeRentas Web,2024,Chevrolet,UP,PickUp,grande,manual,gas,4,Uber,92384.44993823816,534451.4933886747,9999,,24.0,N/D,n/a, ,2025-04-28 11:08:31.763258,1000,+54 11 1234-5678,contacto@keko.com
4081,Rentcars,carsharing flota propia,N/A,2023,Citroen,Voyage,sedan,economico,,diesel,99,c arga,23443.254719634617,102656.15632603246,50 km,15000,0.5,14K,Córdoba,Alianza Uber,2025-11-05 11:08:31.744969,1000,11-1234-5678,N/A
64,Europcar,agregador_tradicional, ,2024,Fiat,MOBI,grande,mediano ,AUTOMATICO,NAFTA,2,n/a,88403.42064194099,382783.95043201087,9999,35000000,4.0,15000,CABA,Alianza Uber,2025-02-09,CABA,12345678,N/A
65,Keko,carsharing_p2p,,2019,Fiat,208,,,,,10,,50000,20000,,,50,,,INCONSISTENTE,,CABA,12345678,info@
66,MyKeego,agregador_tradicional,DeRentas Web,2024,Fod,Uno,PickUp,compacto,MANUAL,electric,3,carga,-138478.44829895237,790025.3684894379,100,22000,8.0,125000,GBA,dato no confirmado,26/11/2025,0000,0800-KEKO,contacto@keko.com
67,Hertz,alquiler_trabajo,app,2023-01-01,Citroen,Gol,SUV,compacto,dsg,diesel,4,carga,20586.743346052743,93667681.93645987,50 km,22000,100.0,,,Activo,2025-06-18 11:08:31.751661,0000,,keko.com
68,Rentennials,carsharing p2p,,2023,Jeep,Tooro,Furgon,economico,N/A,NAFTA,4,taxi,,,unlimited,25000,10.0,45mil,Rosario,Activo,2025-04-06,0000,,keko.com
69,Despegar,carsharing_p2p,Rentennials App,2024,Renault,Mobi,camioneta,premium,N/A,gas,,remis,32126.381316249353,131524.1124250843,-50,22000,100.0,14K,Mar del Plata,ACTIVO,2025-02-07 11:08:31.743825,XXXX,,info@
70,Kayak,carsharing_p2p,app,2025,Chevrolet,Mobi,pickup,COMPACTO,auto,n/a,3,personal,-89112.02942008174,530299.570231384,unlimited,35000,-2.0,45mil, ,ACTIVO,2025-09-07,C1000,11-1234-5678,
5067,TriWpip,carsharing_p2p,APLICACION,2023,Fiat,Renegade,hatchback,COMPACTO,cvt,híbrido,,mixto,13892.69834645526,62155.34088478657,9999,22000,48.0,125000,B.Aires,Activo,2025-07-29 11:08:31.751063,XXXX,,contacto@keko.com
72,Budget,agregador_tradicional,app,2025,RENAULT,COROLA,HATCHBACK,mediano,cvt,híbrido,0,remis,116372.67691101077,660739.7834239627,-50,,2.0,140000,BS AS,CERRÓ,22/01/2026,C1425,12345678,contacto@keko.com
73,Localiza,agregador_tradicional,TripWip App,2025,fiat,Cron os,utilitario,premium,dsg,diesel,4,carga,91958.11729275818,386938.5527623685,100,30000,5.0,15000,B.Aires,dato no confirmado,2026-01-09 11:08:31.764478,CABA,0800-KEKO,keko@keko
74,MyKeego©,,,,Toyota€,,,,,,,,,,,,,,,CARACTERES ESPECIALES,,0000,123,info@
75,Cactus Rent,carsharing_flota_propia,FastGo App,2023,Fiat,Suburban,suv,grande,manual,gnc,cinco,remis,115404.4601905498,551037.0386034895,ilimitado,15000,5.0,N/D,Bariloche,activo,03/03/2025,1000,,keko.com
76,New Wa,carsharing_p2p,TrpWip App,2025,Ford,Ploo,hatchback,mediano,automatica,híbrido,5,,81459.95913173242,378751.04177676706,100,15000,12.0,5000,Barilochee,ACTIVO,16/08/2025,C1425,,keko.com
77,Keko,carsharing_p2p,,2026,Fiat,208,,,,,1,,50000,10000,,,30,,,INCONSISTENTE,,C1000,12345678,contacto@keko.com
78,DeRentas,renta_tradicional,MyKeego App,2025,Citroen,Uno,camioneta,economico, ,NAFTA,cinco,mixt o,102300.4810736404,445705.9711341211,200,22000,2.0,125000,BS AS,N/A,2025-09-18,C1425,+54 11 1234-5678,contacto@keko.com
79,Localiza,alquiler_trabajo,N/A,2024-01-01,TOYOTA,Kicks,mediano, compacto,MANUAL,electrico,0,personal,32067.4772589088,137278.79009065707,ilimitado,,10.0,N/D,Rosario,cerró en enero 2025,2025-10-12 11:08:31.752448,BS AS,0800-KEKO,keko.com
80,TripWip,renta tradicional,KINTO Share,2025,Peugeot,kicks,utilitario,grande,auto,híbrido,-1,n/a,114347.10199545985,619340.8377368593,ILIMITADO,50000,-2.0,45000,,Cerró enero 2025,30/06/2025,1000,123,keko@keko
81,Budget,alquiler_trabajo,MyKeego App,2025,Renaault,Fox,Furgon,COMPACTO,Mecanica,,2,uber_trabajo,12832.538496180536,65846.54204725169,50 km,35000,1.0,"80,000",Barilochee,ACTIVO,02/10/2025,XXXX,11-1234-5678,usuario@gmail.com
82,Sixt,carsharing_p2p, ,2024,Nissan,Fox,moto,mediano,,diesel,4,craga,22485.079360141295,129205.23788843358,50,20000000,12.0,45mil,Mendoza,verificar,12/02/2025,CABA,0800-KEKO,keko@keko
83,Keko™,,,,Fiatø,,,,,,,,,,,,,,,CARACTERES ESPECIALES,,BS AS,12345678,keko.com
84,Invernalia,renta_tradicional,Rentcars App,2024,Mercedes,Frontier,camion,COMPACTO,MANUAL,NAFTA,-1,taxi,179814.11776616808,998286.9683791806,ILIMITADO,50000,,,"B.Aires, Argentina",Activo,07-28-2025,C1000,sin telefono,info@
5463,KINTO,CARSHARING_P2P,/A,2023,fiat,ronco,moto,mediano,automatica,,5,taxi,22246.537049515475,121570.74113185584,50 km,,-2.0,125.000,Mendosa,activo,11-08-2025,0000,0800-KEKO,N/A
86,Kayak,agregador_tradicional,Rentennials App,2025,TOYOTA,UP,SUV,mediano,auto,hibrido,3,taxi,15606.000214253201,69400.37302212243,50 km,18000,10.0,80000,,activo,2025-07-10 11:08:31.760762,1000,+54 11 1234-5678,keko.com
87,Sixt,carsharing_p2p,KINTO Share,2024,Hyundai,Gol Trend,utilitario,mediano,dsg,nafta,cinco,carga,13272.339035023111,54247.02511161937,cien,,4.0,140000,Bariloche,verificar,2025-08-23,C1000,12345678,keko.com
88,Invernalia,agregador_tradicional,Rentcars App,25,Toyota,Uno,camion,COMPACTO,N/A,electric,4,,106047.69410732308,632789.303777682,9999,25000,5.0,15000,B.Aires,Activo,2025-06-12 11:08:31.754079,C1425,+54 11 1234-5678,contacto@keko.com
89,Cactus Rent,renta_tradicional,KINTO SHARE,2024,Volkswagen,Siena,pickup,economico,auto,NAFTA,4,personal,12543.766388010878,65869.9332849761,100,35000000,12.0,"80,000","ROSARIO, Argentina",ACTIVO,2025-08-14 11:08:31.742407,C1425,+54 11 1234-5678,N/A
6862,KINTO,carsharing_flota_propia,Kayak App,2025,VW,Corolla,pickup,COMPACTO,mecánico,electrico,99,URBANO,,,9999,25000,100.0,14K,Rosario,Cerró enero 2025,06/08/2025,1425,sin telefono,keko@keko
91,TripWip,agregador_tradicional,Hertz 24/7,2023,ford,Corolla,HATCHBACK, compacto,cvt,DIESEL,3,personal,124620.99378384932,582652.2808497968,-50,$35000 USD,3.0,14K,CABA,cerró en enero 2025,2025-12-10,1000,12345678,usuario@gmail.com
92,Sixt,agregador_tradicional,KINTO Share,23,Toy ota,G ol Trend,grande,mediano,N/A,gnc,5, ,28205.76913769896,166381.528581753,9999,12000,24.0,80000,Barilochee,ACTIVO,2025-06-21 11:08:31.756410,1000,+54 11 1234-5678,keko.com
7444,Rentennials,alquiler_trabajo,app,2024,Hyundai,Kangoo,moto,mediano ,Mecanica,nafta,3,carga,"12.561,44",69398.80752109457,unlimited,18000,3.0,125.000,ROSARIO,Expansión 2025,2025-09-18,0000,123,usuario@gmail.com
94,Cactus Rent,carsharing_p2p,web site,2024,Kia,Gol Trend,auto,mediano,,,-1,mixto,174877.9007460726,999007.7047099565,0,30000,-2.0,5000,Mendosa,PENDIENTE,2025-04-15 11:08:31.760724,CABA,,usuario@gmail.com
95,TripWip,agregador_tradicional,APLIC ACION,2023,Ford,trackers,grande,COMPACTO,MANUAL,electrico,2,mixto,94219.88463342033,493014.3340837613,,,2.0,5000,Mar del Plata,,2025-10-05,BS AS,+54 11 1234-5678,contacto@keko.com
96,Rentennials,carsharing_p2p,Despegar Autos,2023,Renault,Gol,mediano,economico,AUTOMATICO,nafta,3,remis,64657.639914556436,318713663.0209362,ilimitado,30000,2.0,125.000,B.Aires,Activo,2025-06-21 11:08:31.760419,CABA,123,N/A
97,TripWip,alquiler_trabajo,Kayak App,2025-01-01,AAudi,Kicks,compacto,grande,cvt,n/a,cinco, ,26504.820684397317,128011.7303398552,50 km,,0.5,15000,Mendosa,Expansión 2025,14/11/2025,C1000,,usuario@gmail.com
98,Despegar,renta_tradicional,app,2023,Kia,trackers,utilitario,mediano ,N/A,n/a,3,remis,35443.595447376065,165714.47189576077,,50000,48.0,,"ROSARIO, Argentina",Alianza Uber,2025-10-08 11:08:31.756619,0000,12345678,
99,Hertz,agregador_tradicional,,2024,Hyundai,Siena,PickUp,mediano,auto,gnc,99,remis,86191.37950586766,415349.4726383555,cien,,4.0,15000,Barilochee,cerró en enero 2025,2026-01-15 11:08:31.746459,CABA,,keko@keko
100,DeRentas,carsharing_flota_propia,Alamo Web,2025,BMW,Argo,pickup,grande,cvt,gnc,2,n/a,20496.3755754473,89851.38949117438,100,,3.0,5000,"BS AS, Argentina",Expansión 2025,17/09/2025,0000,0800-KEKO,contacto@keko.com
101,Alamo,renta_tradicional,Rentennials App,2024,Fiat,Suburban,camion,premium,manual,NAFTA,-1,uber_trabajo,"12.087,17",58822.427326512865,0,35000,,125.000,,N/A,08-17-2025,1425,0800-KEKO,usuario@gmail.com
102,Europcar,renta_tradicional,Rentcars App,,FIAT,Frontier,moto, compacto,automatico,n/a,cinco, ,,,ilimitado,12000,3.0,,BuenosAires,activo,2025-04-15,XXXX,11-1234-5678,N/A
103,MyKeego,carsharing_p2p,,2027,Fiat,208,,,,,7,,100000,20000,,,30,,,INCONSISTENTE,,1425,0800-KEKO,usuario@gmail.com
104,Sixt,alquiler_trabajo,Rentcars App,2024,nissan,Etius,furgon,premium,MANUAL,,6,turismo,119968.84033560893,489283592.6878789,100,,,125.000, , ,21/07/2025,C1425,+54 11 1234-5678,
105,Avis,carsharing_flota_propia, ,2023,Jeep,Corolla,furgon, compacto,N/A,nafta,4,,12911.008659269297,64975.013358641794,9999,,5.0,"80,000",BS AS,Cerró enero 2025,2025-06-02,C1425,123,keko.com
106,Keko,agregador_tradicional,KINTO SShare,2024,toyota,trackers,MEDIANO,COMPACTO,Mecanica,electrico,3, ,189821.47703834198,1099902.574731728,50 km,,0.5,5000, ,PENDIENTE,2025-03-13,1425,11-1234-5678,
107,New Way,carsharing_p2p,MyKeego App,2025,Peugeot,Siena,grande,economico,manual,n/a,5,urbano,13415.626649012216,70441.87792330897,100,25000,12.0,5000, ,CERRÓ,2025-05-07 11:08:31.743882,CABA,0800-KEKO,N/A
108,Invernalia,agregador_tradicional,Keko App,2023,FIAT,COROLLA,hatchback,mediano,automatica,nafta,3,taxi,31315.22109379837,162709.71359280054,unlimited,15000,0.5,5000,Córdoba,CERRÓ,09/09/2025,1000,123,contacto@keko.com
109,Hertz,agregador_tradicional,Localiza Mobile,2024,chev,i1 0,utilitario,mediano,MANUAL,NAFTA,tres,n/a,24059.68952067994,143523.97016130039,200,$25000 USD,-2.0,125000,Bariloche,,2025-05-29,BS AS,12345678,keko.com
110,MyKeego,carsharing_p2p,app,2023,VW,Bronco,compacto,compacto,,,-1,personal,"139.904,12",670609.2262160736,100,18000,10.0,14K,"GBA, Argentina",Activo,2025-10-04 11:08:31.748376,XXXX,123,keko@keko
5578,Keko,carsharing_p2p,app,2024,Toyota,UP,SUV,mediano,,gnc,0,UBANO,96004.39294326112,572277.2159666406,-50,22000,,,Buenos Aires,Alianza Uber,2025-06-06,C1425,,keko@keko
112,MyKeego,carsharing_p2p,,2019,Toyota,Gol,,,,,10,,50000,20000,,,50,,,INCONSISTENTE,,1000,12345678,usuario@gmail.com
113,Keko,agregador_tradicional,Keko pAp,2023,Peugeot,Gol,moto,economico,mecánico,DIESEL,2,URBANO,119968.92757454912,675868.273542283,ilimitado,,48.0,5000,Buenos Aires,ACTIVO,07-15-2025,C1425,123,usuario@gmail.com
114,Localiza,agregador_tradicional,Keko App,2025,Mercedes,Maverick,furgon,compacto,auto,hibrido,cinco,personal,102145.0885957073,464296.96983895625,-50,35000,-2.0,80000,GBA,cerró en enero 2025,2025-07-05 11:08:31.764164,0000,+54 11 1234-5678,usuario@gmail.com
115,KINTO,carsharing_p2p,,2027,Fiat,Gol,,,,,1,,100000,10000,,,25,,,INCONSISTENTE,,BS AS,0800-KEKO,contacto@keko.com
116,KINTO,renta_tradicional,Rentcars App,2023,ford,DOS MIL OCHO,sedan,compacto,,electrico,tres,URBANO,21307.18371257153,90199.62655221959,50,25000,10.0,125000,n/a,CERRÓ,06-20-2025,,0800-KEKO,usuario@gmail.com
117,Hertz,agregador_tradicional,APLICACION,2024,ford,Yaris,FURGON,premium,MANUAL,,,carga,11318.680445705413,48269.96360691076,,22000,6.0,14K,BuenosAires,N/A,2025-02-24 11:08:31.743172,BS AS,,usuario@gmail.com
118,Avis,carsharing_p2p,app,2023,BMW,trackers,camioneta,premium,cvt,n/a,5,per sonal,25419.139387800336,113096902.35350809,200,,24.0,5000,ROSARIO,Activo,17/04/2025,XXXX,+54 11 1234-5678,
119,,,,,,,,,,,,,,,,,,,,DATO NO DISPONIBLE,,0000,sin telefono,keko.com
120,Invernalia,carsharing_p2p,Rentcars App,2023,TOYOTA,onixs,furgon,mediano,,gnc,2,urbano,13936.074170291755,66090.34157889125,,50000,24.0,15000,CABA,PENDIENTE,2025-06-06,1425,+54 11 1234-5678,usuario@gmail.com
